Upper Bounds	MAE	R_square	length_scale
0.11	0.1736	-2.237	0.11
0.13	0.1651	-1.913	0.13
0.15000000000000002	0.1553	-1.395	0.15
0.17	0.1453	-0.84	0.17
0.19	0.1333	-0.346	0.19
0.21000000000000002	0.1209	0.045	0.21
0.23000000000000004	0.1095	0.332	0.23
0.25	0.0981	0.532	0.25
0.27	0.0872	0.668	0.27
0.29000000000000004	0.0775	0.76	0.29
0.31000000000000005	0.0688	0.822	0.31
0.33	0.0629	0.865	0.33
0.35000000000000003	0.0575	0.895	0.35
0.37000000000000005	0.0529	0.916	0.37
0.39	0.0494	0.931	0.39
0.41000000000000003	0.049	0.934	0.396
0.43000000000000005	0.049	0.934	0.396
0.45000000000000007	0.049	0.934	0.396
0.4700000000000001	0.049	0.934	0.396
0.49000000000000005	0.049	0.934	0.396
0.5100000000000001	0.049	0.934	0.396
0.5300000000000001	0.049	0.934	0.396
0.55	0.049	0.934	0.396
0.5700000000000001	0.049	0.934	0.396
0.5900000000000001	0.049	0.934	0.396
