Length Scale	MAE	R_square	RMSE
0.1	0.1302	-1.147	0.1868
0.12000000000000001	0.1259	-0.782	0.1829
0.14	0.1198	-0.47	0.1785
0.16000000000000003	0.1058	-0.35	0.1677
0.18000000000000002	0.0998	-0.113	0.1603
0.2	0.0952	0.09	0.1528
0.22000000000000003	0.0926	0.259	0.145
0.24000000000000002	0.0904	0.399	0.1364
0.26	0.0874	0.506	0.1264
0.28	0.0845	0.576	0.1178
0.30000000000000004	0.0824	0.618	0.1119
0.32000000000000006	0.0822	0.636	0.1095
0.3400000000000001	0.0837	0.641	0.1096
0.3600000000000001	0.0866	0.64	0.1107
0.38	0.0894	0.636	0.1121
0.4	0.0915	0.632	0.1135
0.42000000000000004	0.093	0.626	0.1149
0.44000000000000006	0.0942	0.62	0.1162
0.4600000000000001	0.095	0.612	0.1176
0.4800000000000001	0.0958	0.603	0.119
0.5000000000000001	0.0968	0.592	0.1204
0.5200000000000001	0.0976	0.581	0.1218
0.54	0.0985	0.569	0.1232
