Length Scale	MAE	R_square	RMSE
0.1	0.1321	-0.613	0.1886
0.12000000000000001	0.1223	-0.337	0.1794
0.14	0.1096	-0.039	0.1673
0.16000000000000003	0.0973	0.219	0.1543
0.18000000000000002	0.0906	0.413	0.1421
0.2	0.0874	0.546	0.1323
0.22000000000000003	0.0862	0.631	0.1252
0.24000000000000002	0.0834	0.692	0.1186
0.26	0.0809	0.741	0.1116
0.28	0.0748	0.79	0.1021
0.30000000000000004	0.0691	0.827	0.0939
0.32000000000000006	0.069	0.837	0.0912
0.3400000000000001	0.0706	0.838	0.0911
0.3600000000000001	0.072	0.834	0.0923
0.38	0.0743	0.828	0.0943
0.4	0.0764	0.821	0.0963
0.42000000000000004	0.0787	0.815	0.0982
0.44000000000000006	0.0804	0.808	0.1001
0.4600000000000001	0.082	0.8	0.1019
0.4800000000000001	0.0836	0.793	0.1037
0.5000000000000001	0.0848	0.785	0.1054
0.5200000000000001	0.086	0.777	0.1071
0.54	0.087	0.769	0.1087
