Upper Bounds	MAE	R_square	length_scale
0.11	0.1404	-0.851	0.11
0.13	0.1208	-0.091	0.13
0.15000000000000002	0.0992	0.387	0.15
0.17	0.0799	0.638	0.17
0.19	0.0659	0.771	0.19
0.21000000000000002	0.0556	0.847	0.21
0.23000000000000004	0.0481	0.892	0.23
0.25	0.0432	0.92	0.25
0.27	0.0399	0.938	0.27
0.29000000000000004	0.0369	0.949	0.29
0.31000000000000005	0.0339	0.957	0.31
0.33	0.0312	0.963	0.33
0.35000000000000003	0.029	0.967	0.35
0.37000000000000005	0.0272	0.97	0.37
0.39	0.0265	0.972	0.39
0.41000000000000003	0.0266	0.972	0.39
0.43000000000000005	0.0266	0.972	0.39
0.45000000000000007	0.0266	0.972	0.39
0.4700000000000001	0.0266	0.972	0.39
0.49000000000000005	0.0266	0.972	0.39
0.5100000000000001	0.0266	0.972	0.39
0.5300000000000001	0.0266	0.972	0.39
0.55	0.0266	0.972	0.39
0.5700000000000001	0.0266	0.972	0.39
0.5900000000000001	0.0266	0.972	0.39
