Upper Bounds	MAE	R_square	length_scale
0.11	0.119	-0.774	0.11
0.13	0.107	-0.334	0.13
0.15000000000000002	0.0926	0.106	0.15
0.17	0.0767	0.449	0.17
0.19	0.0621	0.673	0.19
0.21000000000000002	0.0498	0.806	0.21
0.23000000000000004	0.0396	0.884	0.23
0.25	0.0316	0.929	0.25
0.27	0.0254	0.956	0.27
0.29000000000000004	0.0204	0.972	0.29
0.31000000000000005	0.0163	0.982	0.31
0.33	0.013	0.988	0.33
0.35000000000000003	0.0107	0.991	0.35
0.37000000000000005	0.0092	0.993	0.37
0.39	0.0085	0.994	0.39
0.41000000000000003	0.0085	0.995	0.41
0.43000000000000005	0.009	0.994	0.43
0.45000000000000007	0.0094	0.994	0.44
0.4700000000000001	0.0094	0.994	0.44
0.49000000000000005	0.0094	0.994	0.44
0.5100000000000001	0.0094	0.994	0.44
0.5300000000000001	0.0094	0.994	0.44
0.55	0.0094	0.994	0.44
0.5700000000000001	0.0094	0.994	0.44
0.5900000000000001	0.0094	0.994	0.44
