Upper Bounds	MAE	R_square	length_scale
0.11	0.1422	-0.993	0.11
0.13	0.1383	-0.837	0.13
0.15000000000000002	0.1347	-0.711	0.15
0.17	0.1304	-0.566	0.17
0.19	0.1244	-0.377	0.19
0.21000000000000002	0.1164	-0.143	0.21
0.23000000000000004	0.1066	0.11	0.23
0.25	0.0963	0.353	0.25
0.27	0.0856	0.526	0.27
0.29000000000000004	0.0733	0.685	0.29
0.31000000000000005	0.0668	0.774	0.31
0.33	0.0613	0.833	0.33
0.35000000000000003	0.0565	0.873	0.35
0.37000000000000005	0.054	0.889	0.369
0.39	0.0542	0.888	0.369
0.41000000000000003	0.0542	0.888	0.369
0.43000000000000005	0.0542	0.888	0.369
0.45000000000000007	0.0542	0.888	0.369
0.4700000000000001	0.0542	0.888	0.369
0.49000000000000005	0.0542	0.888	0.369
0.5100000000000001	0.0542	0.888	0.369
0.5300000000000001	0.0542	0.888	0.369
0.55	0.0542	0.888	0.369
0.5700000000000001	0.0542	0.888	0.369
0.5900000000000001	0.0542	0.888	0.369
