Length Scale	MAE	R_square	RMSE
0.1	0.1408	-0.872	0.1948
0.12000000000000001	0.1286	-0.572	0.1869
0.14	0.1038	-0.116	0.1648
0.16000000000000003	0.0635	0.381	0.1209
0.18000000000000002	0.028	0.761	0.0694
0.2	0.0112	0.961	0.0263
0.22000000000000003	0.0068	0.993	0.0105
0.24000000000000002	0.006	0.995	0.0097
0.26	0.005	0.996	0.0081
0.28	0.0042	0.997	0.0069
0.30000000000000004	0.0037	0.998	0.0062
0.32000000000000006	0.0034	0.998	0.006
0.3400000000000001	0.0035	0.998	0.0061
0.3600000000000001	0.0039	0.997	0.0067
0.38	0.0044	0.997	0.0074
0.4	0.0049	0.996	0.0083
0.42000000000000004	0.0056	0.995	0.0093
0.44000000000000006	0.0062	0.994	0.0104
0.4600000000000001	0.0069	0.992	0.0115
0.4800000000000001	0.0076	0.991	0.0126
0.5000000000000001	0.0083	0.989	0.0137
0.5200000000000001	0.0091	0.986	0.0151
0.54	0.0104	0.982	0.0172
