Length Scale	MAE	R_square	RMSE
0.1	0.1242	-0.427	0.1774
0.12000000000000001	0.1096	-0.046	0.1628
0.14	0.0961	0.255	0.1477
0.16000000000000003	0.085	0.47	0.1328
0.18000000000000002	0.0774	0.62	0.1188
0.2	0.0704	0.724	0.1057
0.22000000000000003	0.0626	0.798	0.0938
0.24000000000000002	0.0575	0.848	0.0841
0.26	0.0536	0.88	0.0767
0.28	0.0518	0.899	0.0715
0.30000000000000004	0.05	0.911	0.0675
0.32000000000000006	0.0477	0.917	0.0652
0.3400000000000001	0.0466	0.92	0.0644
0.3600000000000001	0.0468	0.917	0.0654
0.38	0.0498	0.908	0.0685
0.4	0.054	0.895	0.0732
0.42000000000000004	0.0582	0.88	0.0781
0.44000000000000006	0.062	0.865	0.0826
0.4600000000000001	0.0651	0.852	0.0863
0.4800000000000001	0.0675	0.841	0.0894
0.5000000000000001	0.0693	0.831	0.0921
0.5200000000000001	0.0709	0.822	0.0944
0.54	0.0726	0.813	0.0964
