Length Scale	MAE	R_square	RMSE
0.1	0.1436	-1.925	0.2053
0.12000000000000001	0.1401	-1.822	0.204
0.14	0.1373	-1.666	0.2029
0.16000000000000003	0.1323	-1.453	0.2
0.18000000000000002	0.1281	-1.192	0.1968
0.2	0.1283	-0.895	0.1929
0.22000000000000003	0.127	-0.591	0.1879
0.24000000000000002	0.1249	-0.326	0.1824
0.26	0.1233	-0.135	0.1772
0.28	0.1257	-0.064	0.172
0.30000000000000004	0.1262	-0.021	0.1665
0.32000000000000006	0.1263	0.039	0.1626
0.3400000000000001	0.1251	0.099	0.1592
0.3600000000000001	0.1234	0.149	0.1564
0.38	0.1227	0.185	0.1542
0.4	0.1229	0.208	0.1528
0.42000000000000004	0.1231	0.219	0.1522
0.44000000000000006	0.1234	0.219	0.1522
0.4600000000000001	0.1239	0.21	0.1528
0.4800000000000001	0.1244	0.195	0.1538
0.5000000000000001	0.1248	0.173	0.1551
0.5200000000000001	0.1256	0.148	0.1567
0.54	0.1263	0.121	0.1584
