Upper Bounds	MAE	R_square	length_scale
0.11	0.1577	-6.738	0.11
0.13	0.1568	-6.906	0.13
0.15000000000000002	0.156	-7.149	0.15
0.17	0.1552	-7.331	0.17
0.19	0.1537	-7.316	0.19
0.21000000000000002	0.1524	-7.159	0.21
0.23000000000000004	0.1515	-6.904	0.23
0.25	0.152	-6.753	0.239
0.27	0.1535	-6.687	0.239
0.29000000000000004	0.1545	-6.577	0.239
0.31000000000000005	0.1554	-6.542	0.239
0.33	0.1559	-6.508	0.239
0.35000000000000003	0.1562	-6.474	0.239
0.37000000000000005	0.1526	-5.374	0.239
0.39	0.1509	-4.921	0.239
0.41000000000000003	0.1489	-4.446	0.239
0.43000000000000005	0.1484	-4.097	0.43
0.45000000000000007	0.1466	-3.669	0.45
0.4700000000000001	0.1462	-3.539	0.47
0.49000000000000005	0.1466	-3.576	0.49
0.5100000000000001	0.1466	-3.578	0.495
0.5300000000000001	0.1466	-3.578	0.495
0.55	0.1586	-6.818	0.495
0.5700000000000001	0.1439	-3.425	0.239
0.5900000000000001	0.1587	-6.82	0.495
