Length Scale	MAE	R_square	RMSE
0.1	0.1562	-13.307	0.2192
0.12000000000000001	0.1522	-10.236	0.217
0.14	0.1514	-8.646	0.2157
0.16000000000000003	0.1534	-7.736	0.215
0.18000000000000002	0.1549	-7.16	0.2144
0.2	0.1559	-6.762	0.2139
0.22000000000000003	0.1561	-6.522	0.2134
0.24000000000000002	0.156	-6.356	0.2128
0.26	0.1559	-6.228	0.2125
0.28	0.1558	-6.152	0.2125
0.30000000000000004	0.1559	-6.132	0.2129
0.32000000000000006	0.1562	-6.138	0.2136
0.3400000000000001	0.1569	-6.212	0.2149
0.3600000000000001	0.1577	-6.351	0.2168
0.38	0.1623	-7.829	0.2199
0.4	0.1654	-17.924	0.2252
0.42000000000000004	0.1727	-14.698	0.2369
0.44000000000000006	0.1753	-14.287	0.2409
0.4600000000000001	0.1777	-13.561	0.2449
0.4800000000000001	0.1801	-12.643	0.2488
0.5000000000000001	0.1824	-11.705	0.2525
0.5200000000000001	0.1853	-12.732	0.2538
0.54	0.1898	-22.822	0.2478
