Length Scale	MAE	R_square	RMSE
0.1	0.1658	-1.022	0.2364
0.12000000000000001	0.1524	-0.585	0.222
0.14	0.1371	-0.113	0.2036
0.16000000000000003	0.1202	0.251	0.1837
0.18000000000000002	0.104	0.491	0.1647
0.2	0.0897	0.644	0.1476
0.22000000000000003	0.0783	0.743	0.1326
0.24000000000000002	0.0707	0.809	0.1195
0.26	0.0659	0.854	0.1085
0.28	0.062	0.884	0.0993
0.30000000000000004	0.0585	0.906	0.0916
0.32000000000000006	0.0548	0.921	0.0853
0.3400000000000001	0.0516	0.931	0.0805
0.3600000000000001	0.0487	0.939	0.0772
0.38	0.0463	0.943	0.075
0.4	0.045	0.946	0.0737
0.42000000000000004	0.0453	0.948	0.0731
0.44000000000000006	0.0454	0.949	0.0727
0.4600000000000001	0.0458	0.952	0.0711
0.4800000000000001	0.0454	0.955	0.0689
0.5000000000000001	0.0445	0.958	0.0669
0.5200000000000001	0.0437	0.959	0.0655
0.54	0.0432	0.96	0.0647
