Length Scale	MAE	R_square	RMSE
0.1	0.1528	-1.146	0.248
0.12000000000000001	0.1464	-0.72	0.2366
0.14	0.1373	-0.334	0.224
0.16000000000000003	0.1306	-0.069	0.2134
0.18000000000000002	0.1235	0.128	0.203
0.2	0.1159	0.284	0.1925
0.22000000000000003	0.1078	0.41	0.1819
0.24000000000000002	0.0997	0.512	0.1715
0.26	0.092	0.597	0.1611
0.28	0.0854	0.668	0.1503
0.30000000000000004	0.0789	0.729	0.1394
0.32000000000000006	0.0724	0.78	0.1285
0.3400000000000001	0.0662	0.823	0.1178
0.3600000000000001	0.0608	0.858	0.1078
0.38	0.0559	0.885	0.0987
0.4	0.0513	0.907	0.0905
0.42000000000000004	0.0471	0.924	0.0831
0.44000000000000006	0.0431	0.938	0.0763
0.4600000000000001	0.0395	0.949	0.07
0.4800000000000001	0.0367	0.958	0.0641
0.5000000000000001	0.0342	0.965	0.0586
0.5200000000000001	0.0325	0.971	0.054
0.54	0.0317	0.974	0.0508
