Length Scale	MAE	R_square	RMSE
0.1	0.1375	-1.459	0.2447
0.12000000000000001	0.1288	-0.926	0.233
0.14	0.1199	-0.482	0.2207
0.16000000000000003	0.1112	-0.138	0.2079
0.18000000000000002	0.1021	0.126	0.1943
0.2	0.0919	0.329	0.1803
0.22000000000000003	0.0817	0.485	0.1663
0.24000000000000002	0.0732	0.602	0.1531
0.26	0.0675	0.687	0.141
0.28	0.0629	0.749	0.1302
0.30000000000000004	0.0588	0.796	0.1208
0.32000000000000006	0.0547	0.831	0.1125
0.3400000000000001	0.0504	0.858	0.1049
0.3600000000000001	0.0461	0.88	0.0979
0.38	0.042	0.899	0.091
0.4	0.0382	0.916	0.0842
0.42000000000000004	0.0349	0.93	0.0773
0.44000000000000006	0.0322	0.943	0.0705
0.4600000000000001	0.0299	0.954	0.064
0.4800000000000001	0.0278	0.963	0.0578
0.5000000000000001	0.0261	0.97	0.0523
0.5200000000000001	0.0249	0.975	0.0477
0.54	0.0239	0.979	0.0443
