Length Scale	MAE	R_square	RMSE
0.1	0.1266	-1.18	0.1767
0.12000000000000001	0.1193	-0.857	0.1743
0.14	0.1129	-0.688	0.1724
0.16000000000000003	0.1108	-0.642	0.1728
0.18000000000000002	0.1065	-0.493	0.1688
0.2	0.098	-0.296	0.1609
0.22000000000000003	0.0817	-0.068	0.1472
0.24000000000000002	0.062	0.161	0.1282
0.26	0.0535	0.267	0.1198
0.28	0.046	0.381	0.1117
0.30000000000000004	0.0217	0.817	0.0594
0.32000000000000006	0.0107	0.98	0.0193
0.3400000000000001	0.0104	0.983	0.0176
0.3600000000000001	0.0102	0.986	0.0161
0.38	0.0101	0.988	0.0149
0.4	0.0102	0.989	0.014
0.42000000000000004	0.0104	0.99	0.0134
0.44000000000000006	0.0106	0.99	0.0133
0.4600000000000001	0.0106	0.99	0.0134
0.4800000000000001	0.0115	0.987	0.0153
0.5000000000000001	0.0135	0.977	0.0203
0.5200000000000001	0.0166	0.959	0.0269
0.54	0.0206	0.926	0.0342
