Upper Bounds	MAE	R_square	length_scale
0.11	0.221	-4.013	0.11
0.13	0.2149	-3.962	0.13
0.15000000000000002	0.2074	-3.763	0.15
0.17	0.1984	-3.381	0.17
0.19	0.1883	-2.88	0.19
0.21000000000000002	0.1786	-2.374	0.21
0.23000000000000004	0.1704	-1.939	0.23
0.25	0.163	-1.579	0.25
0.27	0.1572	-1.29	0.27
0.29000000000000004	0.1527	-1.059	0.29
0.31000000000000005	0.1509	-0.875	0.31
0.33	0.1554	-0.728	0.33
0.35000000000000003	0.1592	-0.607	0.35
0.37000000000000005	0.1619	-0.504	0.37
0.39	0.1636	-0.411	0.39
0.41000000000000003	0.1642	-0.325	0.41
0.43000000000000005	0.1665	-0.313	0.43
0.45000000000000007	0.169	-0.327	0.45
0.4700000000000001	0.1708	-0.338	0.463
0.49000000000000005	0.1719	-0.339	0.463
0.5100000000000001	0.1725	-0.337	0.463
0.5300000000000001	0.1729	-0.334	0.463
0.55	0.1718	-0.295	0.463
0.5700000000000001	0.1722	-0.299	0.463
0.5900000000000001	0.1724	-0.301	0.463
