Upper Bounds	MAE	R_square	length_scale
0.11	0.1669	-4.965	0.11
0.13	0.1605	-3.986	0.13
0.15000000000000002	0.1547	-3.323	0.15
0.17	0.1494	-2.803	0.17
0.19	0.1444	-2.411	0.19
0.21000000000000002	0.1409	-2.11	0.21
0.23000000000000004	0.1383	-1.88	0.23
0.25	0.1366	-1.708	0.25
0.27	0.1356	-1.547	0.27
0.29000000000000004	0.1361	-1.522	0.285
0.31000000000000005	0.1363	-1.515	0.285
0.33	0.1362	-1.512	0.285
0.35000000000000003	0.1362	-1.512	0.285
0.37000000000000005	0.1362	-1.512	0.285
0.39	0.1362	-1.512	0.285
0.41000000000000003	0.1362	-1.512	0.285
0.43000000000000005	0.1362	-1.512	0.285
0.45000000000000007	0.1362	-1.512	0.285
0.4700000000000001	0.1362	-1.512	0.285
0.49000000000000005	0.1362	-1.512	0.285
0.5100000000000001	0.1362	-1.512	0.285
0.5300000000000001	0.1362	-1.512	0.285
0.55	0.1362	-1.512	0.285
0.5700000000000001	0.1362	-1.512	0.285
0.5900000000000001	0.1362	-1.512	0.285
