Length Scale	MAE	R_square	RMSE
0.1	0.1218	-2.665	0.2401
0.12000000000000001	0.1149	-1.719	0.2293
0.14	0.1076	-0.964	0.2161
0.16000000000000003	0.0975	-0.384	0.2006
0.18000000000000002	0.0866	0.032	0.1839
0.2	0.0761	0.315	0.1675
0.22000000000000003	0.0671	0.506	0.1521
0.24000000000000002	0.0605	0.633	0.1375
0.26	0.0548	0.727	0.1233
0.28	0.0492	0.799	0.1095
0.30000000000000004	0.0441	0.852	0.0965
0.32000000000000006	0.0398	0.891	0.0852
0.3400000000000001	0.0362	0.917	0.0758
0.3600000000000001	0.033	0.935	0.0685
0.38	0.0303	0.948	0.0625
0.4	0.0279	0.957	0.0576
0.42000000000000004	0.0258	0.964	0.0533
0.44000000000000006	0.024	0.97	0.0494
0.4600000000000001	0.0225	0.974	0.0458
0.4800000000000001	0.0214	0.978	0.0428
0.5000000000000001	0.0208	0.981	0.0405
0.5200000000000001	0.0206	0.982	0.0389
0.54	0.0204	0.983	0.0382
