Length Scale	MAE	R_square	RMSE
0.1	0.098	-7.191	0.1342
0.12000000000000001	0.09	-4.013	0.1261
0.14	0.0831	-2.557	0.1202
0.16000000000000003	0.0773	-1.782	0.1161
0.18000000000000002	0.0729	-1.324	0.1134
0.2	0.0693	-1.034	0.1117
0.22000000000000003	0.0666	-0.843	0.1107
0.24000000000000002	0.0645	-0.715	0.1102
0.26	0.0629	-0.63	0.1101
0.28	0.0615	-0.574	0.1102
0.30000000000000004	0.0604	-0.534	0.1106
0.32000000000000006	0.0601	-0.505	0.111
0.3400000000000001	0.0599	-0.49	0.1115
0.3600000000000001	0.0596	-0.474	0.112
0.38	0.0593	-0.456	0.1125
0.4	0.059	-0.436	0.1131
0.42000000000000004	0.0587	-0.413	0.1137
0.44000000000000006	0.0585	-0.389	0.1144
0.4600000000000001	0.0582	-0.364	0.1152
0.4800000000000001	0.058	-0.34	0.1162
0.5000000000000001	0.0577	-0.317	0.1173
0.5200000000000001	0.0741	-1.18	0.1283
0.54	0.0858	-2.126	0.1351
