Length Scale	MAE	R_square	RMSE
0.1	0.166	-0.934	0.236
0.12000000000000001	0.1526	-0.476	0.221
0.14	0.1364	0.004	0.2002
0.16000000000000003	0.1172	0.357	0.177
0.18000000000000002	0.099	0.584	0.1551
0.2	0.0847	0.721	0.1359
0.22000000000000003	0.0737	0.804	0.1199
0.24000000000000002	0.0657	0.857	0.1066
0.26	0.0592	0.892	0.0954
0.28	0.0537	0.916	0.0857
0.30000000000000004	0.0495	0.934	0.0774
0.32000000000000006	0.0455	0.947	0.0704
0.3400000000000001	0.042	0.956	0.0646
0.3600000000000001	0.0398	0.963	0.0603
0.38	0.0386	0.967	0.0573
0.4	0.038	0.97	0.0552
0.42000000000000004	0.0368	0.973	0.0533
0.44000000000000006	0.0362	0.974	0.0521
0.4600000000000001	0.0364	0.975	0.0517
0.4800000000000001	0.0365	0.975	0.0513
0.5000000000000001	0.0372	0.975	0.0511
0.5200000000000001	0.0373	0.975	0.0509
0.54	0.0368	0.976	0.0504
