Length Scale	MAE	R_square	RMSE
0.1	0.1442	-1.812	0.2058
0.12000000000000001	0.1385	-1.524	0.2029
0.14	0.1348	-1.297	0.1997
0.16000000000000003	0.1294	-0.999	0.1939
0.18000000000000002	0.1219	-0.711	0.1863
0.2	0.1164	-0.402	0.1774
0.22000000000000003	0.1111	-0.109	0.1671
0.24000000000000002	0.1059	0.138	0.1561
0.26	0.1019	0.31	0.1456
0.28	0.0995	0.402	0.1373
0.30000000000000004	0.1027	0.46	0.1335
0.32000000000000006	0.1034	0.493	0.1309
0.3400000000000001	0.1041	0.514	0.1297
0.3600000000000001	0.1056	0.532	0.1287
0.38	0.1057	0.546	0.1277
0.4	0.1054	0.556	0.1268
0.42000000000000004	0.1058	0.561	0.1263
0.44000000000000006	0.1064	0.56	0.1261
0.4600000000000001	0.1068	0.554	0.1264
0.4800000000000001	0.1071	0.544	0.127
0.5000000000000001	0.1074	0.529	0.128
0.5200000000000001	0.1078	0.511	0.1294
0.54	0.1083	0.49	0.131
