Upper Bounds	MAE	R_square	length_scale
0.11	0.1338	-0.673	0.11
0.13	0.1245	-0.284	0.13
0.15000000000000002	0.1128	0.025	0.15
0.17	0.1012	0.258	0.17
0.19	0.0906	0.432	0.19
0.21000000000000002	0.081	0.56	0.21
0.23000000000000004	0.0747	0.652	0.23
0.25	0.0701	0.728	0.25
0.27	0.0658	0.792	0.27
0.29000000000000004	0.0608	0.844	0.29
0.31000000000000005	0.0559	0.882	0.31
0.33	0.0514	0.909	0.33
0.35000000000000003	0.0477	0.926	0.35
0.37000000000000005	0.0463	0.935	0.37
0.39	0.0465	0.937	0.38
0.41000000000000003	0.0465	0.937	0.38
0.43000000000000005	0.0465	0.937	0.38
0.45000000000000007	0.0465	0.937	0.38
0.4700000000000001	0.0465	0.937	0.38
0.49000000000000005	0.0465	0.937	0.38
0.5100000000000001	0.0465	0.937	0.38
0.5300000000000001	0.0465	0.937	0.38
0.55	0.0465	0.937	0.38
0.5700000000000001	0.0465	0.937	0.38
0.5900000000000001	0.0465	0.937	0.38
