Upper Bounds	MAE	R_square	length_scale
0.11	0.1415	-5.749	0.11
0.13	0.1365	-4.893	0.13
0.15000000000000002	0.1328	-4.307	0.15
0.17	0.131	-3.926	0.17
0.19	0.132	-3.89	0.19
0.21000000000000002	0.1327	-3.862	0.203
0.23000000000000004	0.1329	-3.879	0.203
0.25	0.133	-3.891	0.203
0.27	0.1331	-3.899	0.203
0.29000000000000004	0.1331	-3.899	0.203
0.31000000000000005	0.1331	-3.899	0.203
0.33	0.1331	-3.899	0.203
0.35000000000000003	0.1331	-3.899	0.203
0.37000000000000005	0.1331	-3.899	0.203
0.39	0.1331	-3.899	0.203
0.41000000000000003	0.1331	-3.899	0.203
0.43000000000000005	0.1331	-3.899	0.203
0.45000000000000007	0.1331	-3.899	0.203
0.4700000000000001	0.1331	-3.899	0.203
0.49000000000000005	0.1331	-3.899	0.203
0.5100000000000001	0.1331	-3.899	0.203
0.5300000000000001	0.1331	-3.899	0.203
0.55	0.1331	-3.899	0.203
0.5700000000000001	0.1331	-3.899	0.203
0.5900000000000001	0.1331	-3.899	0.203
