Upper Bounds	MAE	R_square	length_scale
0.11	0.2186	-5.08	0.11
0.13	0.2158	-5.104	0.13
0.15000000000000002	0.2146	-5.111	0.15
0.17	0.2143	-5.111	0.17
0.19	0.2144	-5.107	0.19
0.21000000000000002	0.214	-5.066	0.21
0.23000000000000004	0.2146	-5.019	0.23
0.25	0.215	-4.98	0.25
0.27	0.2144	-4.943	0.27
0.29000000000000004	0.2134	-4.852	0.29
0.31000000000000005	0.2117	-4.665	0.31
0.33	0.2089	-4.351	0.33
0.35000000000000003	0.2048	-3.897	0.35
0.37000000000000005	0.1995	-3.337	0.37
0.39	0.1931	-2.725	0.39
0.41000000000000003	0.1856	-2.12	0.41
0.43000000000000005	0.1773	-1.566	0.43
0.45000000000000007	0.1686	-1.087	0.45
0.4700000000000001	0.1597	-0.689	0.47
0.49000000000000005	0.1507	-0.366	0.49
0.5100000000000001	0.1419	-0.11	0.51
0.5300000000000001	0.1334	0.093	0.53
0.55	0.1252	0.252	0.55
0.5700000000000001	0.1175	0.377	0.57
0.5900000000000001	0.1101	0.475	0.59
