Upper Bounds	MAE	R_square	length_scale
0.11	0.1448	-1.836	0.11
0.13	0.1295	-0.869	0.13
0.15000000000000002	0.1131	-0.13	0.15
0.17	0.0975	0.306	0.17
0.19	0.0842	0.545	0.19
0.21000000000000002	0.0723	0.685	0.21
0.23000000000000004	0.0638	0.772	0.23
0.25	0.0576	0.831	0.25
0.27	0.0518	0.872	0.27
0.29000000000000004	0.0465	0.902	0.29
0.31000000000000005	0.0424	0.924	0.31
0.33	0.0389	0.941	0.33
0.35000000000000003	0.0358	0.953	0.35
0.37000000000000005	0.033	0.963	0.37
0.39	0.0307	0.969	0.39
0.41000000000000003	0.0301	0.97	0.399
0.43000000000000005	0.0301	0.97	0.399
0.45000000000000007	0.0301	0.97	0.399
0.4700000000000001	0.0301	0.97	0.399
0.49000000000000005	0.0301	0.97	0.399
0.5100000000000001	0.0301	0.97	0.399
0.5300000000000001	0.0301	0.97	0.399
0.55	0.0301	0.97	0.399
0.5700000000000001	0.0301	0.97	0.399
0.5900000000000001	0.0301	0.97	0.399
