Length Scale	MAE	R_square	RMSE
0.1	0.1415	-0.652	0.19
0.12000000000000001	0.1245	-0.309	0.178
0.14	0.0798	0.271	0.1367
0.16000000000000003	0.0384	0.633	0.0895
0.18000000000000002	0.0123	0.967	0.0242
0.2	0.0079	0.993	0.0112
0.22000000000000003	0.0068	0.994	0.0097
0.24000000000000002	0.0063	0.995	0.0096
0.26	0.0049	0.997	0.0076
0.28	0.004	0.998	0.0062
0.30000000000000004	0.0032	0.999	0.0052
0.32000000000000006	0.0028	0.999	0.0049
0.3400000000000001	0.0031	0.998	0.0053
0.3600000000000001	0.0036	0.998	0.006
0.38	0.0041	0.997	0.0069
0.4	0.0046	0.997	0.0078
0.42000000000000004	0.0051	0.996	0.0087
0.44000000000000006	0.0056	0.995	0.0095
0.4600000000000001	0.0062	0.994	0.0103
0.4800000000000001	0.0068	0.993	0.0112
0.5000000000000001	0.0077	0.991	0.0123
0.5200000000000001	0.0088	0.988	0.014
0.54	0.0101	0.984	0.0165
