Length Scale	MAE	R_square	RMSE
0.1	0.1641	-0.686	0.2294
0.12000000000000001	0.1455	-0.151	0.2075
0.14	0.1234	0.32	0.1781
0.16000000000000003	0.0996	0.624	0.1469
0.18000000000000002	0.0779	0.793	0.1186
0.2	0.0612	0.88	0.0963
0.22000000000000003	0.0489	0.925	0.0802
0.24000000000000002	0.0416	0.948	0.0693
0.26	0.038	0.96	0.0618
0.28	0.0359	0.968	0.0564
0.30000000000000004	0.0345	0.973	0.0524
0.32000000000000006	0.0335	0.976	0.0493
0.3400000000000001	0.0328	0.978	0.047
0.3600000000000001	0.0321	0.98	0.0454
0.38	0.0314	0.981	0.0443
0.4	0.0305	0.982	0.0433
0.42000000000000004	0.0294	0.983	0.0422
0.44000000000000006	0.0284	0.984	0.041
0.4600000000000001	0.0278	0.984	0.0401
0.4800000000000001	0.0276	0.985	0.0396
0.5000000000000001	0.0277	0.985	0.0396
0.5200000000000001	0.028	0.984	0.04
0.54	0.0285	0.984	0.0404
