Upper Bounds	MAE	R_square	length_scale
0.11	0.1316	-4.04	0.11
0.13	0.134	-4.019	0.13
0.15000000000000002	0.1369	-4.076	0.15
0.17	0.139	-4.114	0.17
0.19	0.141	-4.142	0.19
0.21000000000000002	0.143	-4.152	0.21
0.23000000000000004	0.1455	-4.138	0.23
0.25	0.1477	-4.11	0.25
0.27	0.1495	-4.082	0.27
0.29000000000000004	0.1508	-4.056	0.29
0.31000000000000005	0.1517	-4.033	0.31
0.33	0.1521	-4.018	0.33
0.35000000000000003	0.1523	-4.009	0.35
0.37000000000000005	0.1506	-3.707	0.37
0.39	0.147	-3.106	0.39
0.41000000000000003	0.1344	-1.813	0.41
0.43000000000000005	0.1295	-1.421	0.43
0.45000000000000007	0.1265	-1.116	0.45
0.4700000000000001	0.1279	-0.96	0.47
0.49000000000000005	0.1398	-1.484	0.49
0.5100000000000001	0.1421	-1.326	0.506
0.5300000000000001	0.1444	-1.189	0.506
0.55	0.1466	-1.069	0.506
0.5700000000000001	0.1534	-1.257	0.506
0.5900000000000001	0.1536	-1.258	0.506
