Length Scale	MAE	R_square	RMSE
0.1	0.1895	-3.723	0.2812
0.12000000000000001	0.1846	-3.506	0.277
0.14	0.1786	-3.12	0.272
0.16000000000000003	0.1715	-2.576	0.2662
0.18000000000000002	0.1631	-1.976	0.2598
0.2	0.1548	-1.424	0.2526
0.22000000000000003	0.148	-0.98	0.245
0.24000000000000002	0.1413	-0.639	0.2371
0.26	0.1355	-0.379	0.2289
0.28	0.1301	-0.176	0.2204
0.30000000000000004	0.1261	-0.028	0.213
0.32000000000000006	0.1216	0.096	0.2049
0.3400000000000001	0.1141	0.243	0.1944
0.3600000000000001	0.1094	0.346	0.1855
0.38	0.1044	0.432	0.1769
0.4	0.0997	0.507	0.1686
0.42000000000000004	0.0956	0.572	0.1605
0.44000000000000006	0.0946	0.599	0.1581
0.4600000000000001	0.0951	0.609	0.1576
0.4800000000000001	0.0947	0.627	0.1555
0.5000000000000001	0.0921	0.66	0.1509
0.5200000000000001	0.0874	0.698	0.1439
0.54	0.0836	0.725	0.139
