Length Scale	MAE	R_square	RMSE
0.1	0.1507	-1.572	0.2327
0.12000000000000001	0.1393	-1.031	0.2247
0.14	0.1313	-0.671	0.2194
0.16000000000000003	0.1255	-0.444	0.2154
0.18000000000000002	0.1206	-0.3	0.2124
0.2	0.1162	-0.199	0.2095
0.22000000000000003	0.1116	-0.114	0.2061
0.24000000000000002	0.1068	-0.032	0.2018
0.26	0.1015	0.056	0.1964
0.28	0.0956	0.149	0.1902
0.30000000000000004	0.091	0.237	0.1837
0.32000000000000006	0.0865	0.312	0.1778
0.3400000000000001	0.082	0.377	0.1722
0.3600000000000001	0.0775	0.435	0.1666
0.38	0.0732	0.489	0.1608
0.4	0.0694	0.539	0.155
0.42000000000000004	0.0665	0.583	0.1493
0.44000000000000006	0.0639	0.621	0.1441
0.4600000000000001	0.0622	0.649	0.1399
0.4800000000000001	0.0624	0.663	0.1378
0.5000000000000001	0.0653	0.643	0.1412
0.5200000000000001	0.0777	0.445	0.1693
0.54	0.0886	0.258	0.1896
