Length Scale	MAE	R_square	RMSE
0.1	0.1795	-4.627	0.2483
0.12000000000000001	0.1656	-2.857	0.2391
0.14	0.1589	-2.018	0.2336
0.16000000000000003	0.1555	-1.567	0.23
0.18000000000000002	0.1519	-1.305	0.2275
0.2	0.1481	-1.142	0.2258
0.22000000000000003	0.1446	-1.033	0.2249
0.24000000000000002	0.1407	-0.916	0.2242
0.26	0.1364	-0.796	0.2227
0.28	0.1319	-0.672	0.2203
0.30000000000000004	0.128	-0.548	0.2171
0.32000000000000006	0.1245	-0.439	0.2139
0.3400000000000001	0.1204	-0.328	0.2102
0.3600000000000001	0.1159	-0.218	0.206
0.38	0.1113	-0.116	0.2015
0.4	0.1068	-0.022	0.1967
0.42000000000000004	0.1025	0.061	0.1921
0.44000000000000006	0.0975	0.12	0.1877
0.4600000000000001	0.0963	0.153	0.1855
0.4800000000000001	0.0985	0.108	0.1886
0.5000000000000001	0.1312	-0.571	0.2156
0.5200000000000001	0.1441	-0.882	0.2347
0.54	0.1537	-1.133	0.249
