Upper Bounds	MAE	R_square	length_scale
0.11	0.1825	-6.488	0.11
0.13	0.1782	-5.667	0.13
0.15000000000000002	0.1733	-5.023	0.15
0.17	0.1687	-4.412	0.17
0.19	0.1645	-3.866	0.19
0.21000000000000002	0.1607	-3.404	0.21
0.23000000000000004	0.1576	-3.066	0.23
0.25	0.1563	-2.954	0.25
0.27	0.1556	-2.902	0.264
0.29000000000000004	0.1558	-2.892	0.264
0.31000000000000005	0.1558	-2.883	0.264
0.33	0.1558	-2.883	0.264
0.35000000000000003	0.1558	-2.883	0.264
0.37000000000000005	0.1558	-2.883	0.264
0.39	0.1558	-2.883	0.264
0.41000000000000003	0.1558	-2.883	0.264
0.43000000000000005	0.1558	-2.883	0.264
0.45000000000000007	0.1558	-2.883	0.264
0.4700000000000001	0.1558	-2.883	0.264
0.49000000000000005	0.1558	-2.883	0.264
0.5100000000000001	0.1558	-2.883	0.264
0.5300000000000001	0.1558	-2.883	0.264
0.55	0.1558	-2.883	0.264
0.5700000000000001	0.1558	-2.883	0.264
0.5900000000000001	0.1558	-2.883	0.264
