Upper Bounds	MAE	R_square	length_scale
0.11	0.1238	-0.432	0.11
0.13	0.1132	-0.117	0.13
0.15000000000000002	0.1009	0.176	0.15
0.17	0.0868	0.439	0.17
0.19	0.0722	0.639	0.19
0.21000000000000002	0.0588	0.773	0.21
0.23000000000000004	0.0478	0.858	0.23
0.25	0.0387	0.909	0.25
0.27	0.0315	0.941	0.27
0.29000000000000004	0.0259	0.961	0.29
0.31000000000000005	0.0214	0.974	0.31
0.33	0.0179	0.981	0.33
0.35000000000000003	0.0153	0.986	0.35
0.37000000000000005	0.014	0.988	0.37
0.39	0.0148	0.988	0.39
0.41000000000000003	0.0164	0.988	0.41
0.43000000000000005	0.0185	0.986	0.43
0.45000000000000007	0.0188	0.985	0.432
0.4700000000000001	0.0188	0.985	0.432
0.49000000000000005	0.0188	0.985	0.432
0.5100000000000001	0.0188	0.985	0.432
0.5300000000000001	0.0188	0.985	0.432
0.55	0.0188	0.985	0.432
0.5700000000000001	0.0188	0.985	0.432
0.5900000000000001	0.0188	0.985	0.432
