Length Scale	MAE	R_square	RMSE
0.1	0.1458	-1.447	0.2485
0.12000000000000001	0.1358	-0.92	0.2362
0.14	0.1245	-0.474	0.2221
0.16000000000000003	0.1137	-0.126	0.2082
0.18000000000000002	0.1033	0.133	0.1951
0.2	0.0936	0.324	0.1827
0.22000000000000003	0.0846	0.462	0.1711
0.24000000000000002	0.0775	0.565	0.1603
0.26	0.0714	0.642	0.1499
0.28	0.0659	0.707	0.1396
0.30000000000000004	0.0608	0.761	0.1294
0.32000000000000006	0.0563	0.805	0.1196
0.3400000000000001	0.0516	0.841	0.1103
0.3600000000000001	0.0471	0.87	0.1017
0.38	0.0432	0.893	0.0936
0.4	0.0396	0.913	0.0859
0.42000000000000004	0.0365	0.929	0.0786
0.44000000000000006	0.0341	0.942	0.0719
0.4600000000000001	0.0327	0.953	0.0657
0.4800000000000001	0.0312	0.961	0.0604
0.5000000000000001	0.0302	0.967	0.0561
0.5200000000000001	0.0296	0.971	0.053
0.54	0.0291	0.973	0.0511
