Upper Bounds	MAE	R_square	length_scale
0.11	0.0525	-8.026	0.11
0.13	0.0503	-6.299	0.13
0.15000000000000002	0.0482	-5.311	0.15
0.17	0.0461	-4.631	0.17
0.19	0.0444	-4.136	0.19
0.21000000000000002	0.0439	-3.769	0.21
0.23000000000000004	0.0438	-3.491	0.23
0.25	0.0444	-3.277	0.25
0.27	0.0449	-3.111	0.27
0.29000000000000004	0.0452	-2.981	0.29
0.31000000000000005	0.0456	-2.876	0.31
0.33	0.0457	-2.801	0.32
0.35000000000000003	0.0456	-2.785	0.32
0.37000000000000005	0.0456	-2.785	0.32
0.39	0.0456	-2.785	0.32
0.41000000000000003	0.0456	-2.785	0.32
0.43000000000000005	0.0456	-2.785	0.32
0.45000000000000007	0.0456	-2.785	0.32
0.4700000000000001	0.0456	-2.785	0.32
0.49000000000000005	0.0456	-2.785	0.32
0.5100000000000001	0.0456	-2.785	0.32
0.5300000000000001	0.0456	-2.785	0.32
0.55	0.0456	-2.785	0.32
0.5700000000000001	0.0456	-2.785	0.32
0.5900000000000001	0.0456	-2.785	0.32
