Upper Bounds	MAE	R_square	length_scale
0.11	0.1207	-0.552	0.11
0.13	0.1109	-0.197	0.13
0.15000000000000002	0.1006	0.138	0.15
0.17	0.0913	0.393	0.17
0.19	0.0834	0.564	0.19
0.21000000000000002	0.0768	0.678	0.21
0.23000000000000004	0.0705	0.755	0.23
0.25	0.0651	0.808	0.25
0.27	0.0599	0.845	0.27
0.29000000000000004	0.0558	0.87	0.29
0.31000000000000005	0.0525	0.887	0.31
0.33	0.0503	0.897	0.33
0.35000000000000003	0.0508	0.897	0.346
0.37000000000000005	0.0509	0.896	0.346
0.39	0.0509	0.896	0.346
0.41000000000000003	0.0509	0.896	0.346
0.43000000000000005	0.0509	0.896	0.346
0.45000000000000007	0.0509	0.896	0.346
0.4700000000000001	0.0509	0.896	0.346
0.49000000000000005	0.0509	0.896	0.346
0.5100000000000001	0.0509	0.896	0.346
0.5300000000000001	0.0509	0.896	0.346
0.55	0.0509	0.896	0.346
0.5700000000000001	0.0509	0.896	0.346
0.5900000000000001	0.0509	0.896	0.346
