Length Scale	MAE	R_square	RMSE
0.1	0.142	-1.335	0.187
0.12000000000000001	0.1306	-0.901	0.1814
0.14	0.1207	-0.632	0.1757
0.16000000000000003	0.1068	-0.32	0.165
0.18000000000000002	0.0778	0.16	0.1361
0.2	0.0451	0.514	0.1014
0.22000000000000003	0.0272	0.795	0.0651
0.24000000000000002	0.02	0.862	0.0532
0.26	0.0112	0.982	0.019
0.28	0.01	0.985	0.0171
0.30000000000000004	0.0089	0.988	0.0158
0.32000000000000006	0.0083	0.988	0.0154
0.3400000000000001	0.0086	0.987	0.0159
0.3600000000000001	0.0092	0.985	0.0171
0.38	0.0102	0.982	0.0187
0.4	0.0114	0.978	0.0205
0.42000000000000004	0.0124	0.973	0.0224
0.44000000000000006	0.0135	0.968	0.0242
0.4600000000000001	0.0146	0.963	0.0261
0.4800000000000001	0.0158	0.956	0.0282
0.5000000000000001	0.0184	0.945	0.0314
0.5200000000000001	0.024	0.919	0.0375
0.54	0.028	0.891	0.0422
