Length Scale	MAE	R_square	RMSE
0.1	0.161	-17.434	0.2178
0.12000000000000001	0.1506	-11.181	0.2129
0.14	0.1436	-7.626	0.2102
0.16000000000000003	0.1417	-6.007	0.2094
0.18000000000000002	0.1457	-4.329	0.2092
0.2	0.1481	-3.408	0.2091
0.22000000000000003	0.1498	-2.921	0.2082
0.24000000000000002	0.15	-2.724	0.2069
0.26	0.1486	-2.582	0.205
0.28	0.1442	-2.48	0.2038
0.30000000000000004	0.1431	-2.357	0.2018
0.32000000000000006	0.1411	-2.224	0.1995
0.3400000000000001	0.1384	-2.099	0.1969
0.3600000000000001	0.1353	-1.99	0.1943
0.38	0.1322	-1.9	0.1918
0.4	0.1291	-1.829	0.1896
0.42000000000000004	0.1271	-1.778	0.1877
0.44000000000000006	0.1263	-1.744	0.1863
0.4600000000000001	0.1267	-1.727	0.1852
0.4800000000000001	0.1273	-1.725	0.1845
0.5000000000000001	0.128	-1.736	0.1841
0.5200000000000001	0.1288	-1.757	0.1841
0.54	0.1298	-1.785	0.1844
