Upper Bounds	MAE	R_square	length_scale
0.11	0.1574	-4.974	0.11
0.13	0.1488	-3.964	0.13
0.15000000000000002	0.1434	-3.254	0.15
0.17	0.1387	-2.695	0.17
0.19	0.1343	-2.276	0.19
0.21000000000000002	0.1304	-1.964	0.21
0.23000000000000004	0.1291	-1.736	0.23
0.25	0.129	-1.571	0.25
0.27	0.1294	-1.463	0.27
0.29000000000000004	0.1299	-1.404	0.29
0.31000000000000005	0.13	-1.393	0.299
0.33	0.13	-1.393	0.299
0.35000000000000003	0.13	-1.393	0.299
0.37000000000000005	0.13	-1.393	0.299
0.39	0.13	-1.393	0.299
0.41000000000000003	0.13	-1.393	0.299
0.43000000000000005	0.13	-1.393	0.299
0.45000000000000007	0.13	-1.393	0.299
0.4700000000000001	0.13	-1.393	0.299
0.49000000000000005	0.13	-1.393	0.299
0.5100000000000001	0.13	-1.393	0.299
0.5300000000000001	0.13	-1.393	0.299
0.55	0.13	-1.393	0.299
0.5700000000000001	0.13	-1.393	0.299
0.5900000000000001	0.13	-1.393	0.299
