Length Scale	MAE	R_square	RMSE
0.1	0.1257	-2.388	0.2406
0.12000000000000001	0.1188	-1.597	0.2301
0.14	0.1102	-0.916	0.2174
0.16000000000000003	0.1002	-0.376	0.2023
0.18000000000000002	0.0899	0.022	0.1856
0.2	0.0794	0.306	0.1683
0.22000000000000003	0.0698	0.504	0.1517
0.24000000000000002	0.0616	0.642	0.1363
0.26	0.055	0.737	0.1221
0.28	0.0498	0.805	0.1092
0.30000000000000004	0.0452	0.854	0.0978
0.32000000000000006	0.041	0.887	0.0883
0.3400000000000001	0.0378	0.91	0.0807
0.3600000000000001	0.0348	0.926	0.0747
0.38	0.032	0.937	0.0697
0.4	0.0296	0.946	0.0652
0.42000000000000004	0.0276	0.954	0.0607
0.44000000000000006	0.0258	0.962	0.0561
0.4600000000000001	0.0243	0.968	0.0515
0.4800000000000001	0.023	0.974	0.0469
0.5000000000000001	0.0219	0.979	0.0428
0.5200000000000001	0.0209	0.982	0.0394
0.54	0.0203	0.984	0.0371
