Length Scale	MAE	R_square	RMSE
0.1	0.1709	-5.77	0.2704
0.12000000000000001	0.1679	-5.844	0.2693
0.14	0.1647	-5.925	0.2683
0.16000000000000003	0.161	-5.793	0.2667
0.18000000000000002	0.1563	-5.311	0.2639
0.2	0.1504	-4.509	0.2595
0.22000000000000003	0.1442	-3.571	0.2539
0.24000000000000002	0.1383	-2.687	0.2474
0.26	0.1331	-1.959	0.2409
0.28	0.1288	-1.395	0.2346
0.30000000000000004	0.1252	-0.945	0.2277
0.32000000000000006	0.1219	-0.594	0.2212
0.3400000000000001	0.1186	-0.323	0.2152
0.3600000000000001	0.1151	-0.112	0.2096
0.38	0.1118	0.054	0.2045
0.4	0.1083	0.188	0.1997
0.42000000000000004	0.1055	0.29	0.1961
0.44000000000000006	0.1041	0.351	0.1961
0.4600000000000001	0.1027	0.39	0.196
0.4800000000000001	0.1074	0.361	0.2003
0.5000000000000001	0.1113	0.335	0.2041
0.5200000000000001	0.1137	0.331	0.2055
0.54	0.1158	0.324	0.2066
