Upper Bounds	MAE	R_square	length_scale
0.11	0.1602	-1.457	0.11
0.13	0.1479	-0.814	0.13
0.15000000000000002	0.1321	-0.257	0.15
0.17	0.1155	0.143	0.17
0.19	0.1013	0.412	0.19
0.21000000000000002	0.0892	0.589	0.21
0.23000000000000004	0.0795	0.708	0.23
0.25	0.071	0.788	0.25
0.27	0.0643	0.845	0.27
0.29000000000000004	0.0578	0.885	0.29
0.31000000000000005	0.0518	0.914	0.31
0.33	0.0469	0.934	0.33
0.35000000000000003	0.0427	0.949	0.35
0.37000000000000005	0.0391	0.959	0.37
0.39	0.0358	0.967	0.39
0.41000000000000003	0.0341	0.97	0.407
0.43000000000000005	0.0341	0.97	0.407
0.45000000000000007	0.0341	0.97	0.407
0.4700000000000001	0.0341	0.97	0.407
0.49000000000000005	0.0341	0.97	0.407
0.5100000000000001	0.0341	0.97	0.407
0.5300000000000001	0.0341	0.97	0.407
0.55	0.0341	0.97	0.407
0.5700000000000001	0.0341	0.97	0.407
0.5900000000000001	0.0341	0.97	0.407
