Upper Bounds	MAE	R_square	length_scale
0.11	0.1403	-2.834	0.11
0.13	0.139	-2.778	0.13
0.15000000000000002	0.1381	-2.742	0.15
0.17	0.1375	-2.717	0.17
0.19	0.1371	-2.7	0.19
0.21000000000000002	0.1368	-2.687	0.21
0.23000000000000004	0.1366	-2.677	0.23
0.25	0.1364	-2.668	0.25
0.27	0.1362	-2.656	0.27
0.29000000000000004	0.1359	-2.635	0.29
0.31000000000000005	0.1355	-2.597	0.31
0.33	0.1348	-2.535	0.33
0.35000000000000003	0.1338	-2.444	0.342
0.37000000000000005	0.1324	-2.325	0.342
0.39	0.1307	-2.18	0.342
0.41000000000000003	0.1287	-2.017	0.342
0.43000000000000005	0.1264	-1.845	0.342
0.45000000000000007	0.1239	-1.671	0.342
0.4700000000000001	0.1216	-1.504	0.342
0.49000000000000005	0.1208	-1.371	0.342
0.5100000000000001	0.1204	-1.275	0.342
0.5300000000000001	0.1201	-1.191	0.342
0.55	0.1203	-1.139	0.342
0.5700000000000001	0.1199	-1.113	0.342
0.5900000000000001	0.1198	-1.104	0.342
