Length Scale	MAE	R_square	RMSE
0.1	0.1724	-0.938	0.2306
0.12000000000000001	0.1593	-0.597	0.2189
0.14	0.1446	-0.201	0.2038
0.16000000000000003	0.1277	0.146	0.1865
0.18000000000000002	0.1118	0.401	0.1691
0.2	0.0983	0.575	0.1532
0.22000000000000003	0.088	0.689	0.1393
0.24000000000000002	0.0799	0.764	0.1278
0.26	0.0734	0.816	0.1169
0.28	0.0688	0.85	0.1087
0.30000000000000004	0.0642	0.874	0.1021
0.32000000000000006	0.0594	0.895	0.0949
0.3400000000000001	0.0564	0.911	0.0888
0.3600000000000001	0.0542	0.922	0.0846
0.38	0.0525	0.929	0.0817
0.4	0.0521	0.933	0.0799
0.42000000000000004	0.0534	0.931	0.0808
0.44000000000000006	0.0549	0.935	0.0787
0.4600000000000001	0.0551	0.938	0.0764
0.4800000000000001	0.0544	0.942	0.0742
0.5000000000000001	0.053	0.945	0.0722
0.5200000000000001	0.0518	0.947	0.0705
0.54	0.0505	0.949	0.0692
