Length Scale	MAE	R_square	RMSE
0.1	0.1285	-0.524	0.1842
0.12000000000000001	0.1196	-0.25	0.1756
0.14	0.1087	0.023	0.1641
0.16000000000000003	0.0973	0.267	0.1502
0.18000000000000002	0.0878	0.461	0.1358
0.2	0.0813	0.596	0.1232
0.22000000000000003	0.0779	0.686	0.1134
0.24000000000000002	0.0745	0.743	0.1062
0.26	0.0711	0.783	0.1007
0.28	0.0683	0.817	0.0945
0.30000000000000004	0.0637	0.847	0.0871
0.32000000000000006	0.0615	0.863	0.0834
0.3400000000000001	0.0609	0.868	0.0822
0.3600000000000001	0.0622	0.865	0.0833
0.38	0.0654	0.855	0.0864
0.4	0.0695	0.841	0.0905
0.42000000000000004	0.0731	0.827	0.0944
0.44000000000000006	0.0764	0.814	0.0977
0.4600000000000001	0.0789	0.802	0.1005
0.4800000000000001	0.0809	0.792	0.1028
0.5000000000000001	0.0825	0.783	0.1047
0.5200000000000001	0.0838	0.774	0.1064
0.54	0.0848	0.766	0.1079
