Upper Bounds	MAE	R_square	length_scale
0.11	0.1239	-0.593	0.11
0.13	0.1182	-0.459	0.13
0.15000000000000002	0.1154	-0.38	0.15
0.17	0.1135	-0.324	0.17
0.19	0.1114	-0.271	0.19
0.21000000000000002	0.109	-0.213	0.21
0.23000000000000004	0.1047	-0.135	0.23
0.25	0.0989	-0.054	0.25
0.27	0.0943	0.016	0.27
0.29000000000000004	0.0918	0.073	0.29
0.31000000000000005	0.0904	0.119	0.31
0.33	0.0916	0.121	0.326
0.35000000000000003	0.0933	0.104	0.326
0.37000000000000005	0.0937	0.1	0.326
0.39	0.0937	0.1	0.326
0.41000000000000003	0.0937	0.1	0.326
0.43000000000000005	0.0937	0.1	0.326
0.45000000000000007	0.0937	0.1	0.326
0.4700000000000001	0.0937	0.1	0.326
0.49000000000000005	0.0937	0.1	0.326
0.5100000000000001	0.0937	0.1	0.326
0.5300000000000001	0.0937	0.1	0.326
0.55	0.0937	0.1	0.326
0.5700000000000001	0.0937	0.1	0.326
0.5900000000000001	0.0937	0.1	0.326
