Length Scale	MAE	R_square	RMSE
0.1	0.1584	-0.982	0.2461
0.12000000000000001	0.1463	-0.563	0.2334
0.14	0.1361	-0.217	0.2205
0.16000000000000003	0.1281	0.047	0.2084
0.18000000000000002	0.1188	0.246	0.1967
0.2	0.1097	0.394	0.1855
0.22000000000000003	0.1	0.507	0.1746
0.24000000000000002	0.0914	0.595	0.1642
0.26	0.0859	0.662	0.1547
0.28	0.0806	0.715	0.1457
0.30000000000000004	0.0753	0.76	0.1371
0.32000000000000006	0.0704	0.798	0.1287
0.3400000000000001	0.0654	0.828	0.1206
0.3600000000000001	0.0605	0.854	0.1129
0.38	0.056	0.876	0.1056
0.4	0.0518	0.894	0.0985
0.42000000000000004	0.0476	0.911	0.0913
0.44000000000000006	0.0435	0.926	0.0841
0.4600000000000001	0.0395	0.939	0.0767
0.4800000000000001	0.0361	0.951	0.0695
0.5000000000000001	0.0339	0.961	0.0629
0.5200000000000001	0.0325	0.966	0.0581
0.54	0.0341	0.965	0.0595
