Upper Bounds	MAE	R_square	length_scale
0.11	0.2	-1.893	0.11
0.13	0.1917	-1.726	0.13
0.15000000000000002	0.1861	-1.46	0.15
0.17	0.18	-1.103	0.17
0.19	0.1702	-0.683	0.19
0.21000000000000002	0.1568	-0.268	0.21
0.23000000000000004	0.1411	0.084	0.23
0.25	0.1247	0.35	0.25
0.27	0.1109	0.537	0.27
0.29000000000000004	0.099	0.662	0.29
0.31000000000000005	0.089	0.743	0.31
0.33	0.081	0.796	0.33
0.35000000000000003	0.0744	0.829	0.35
0.37000000000000005	0.0699	0.85	0.37
0.39	0.0689	0.863	0.39
0.41000000000000003	0.07	0.867	0.41
0.43000000000000005	0.0713	0.865	0.43
0.45000000000000007	0.0717	0.864	0.441
0.4700000000000001	0.0718	0.863	0.441
0.49000000000000005	0.0718	0.863	0.441
0.5100000000000001	0.0719	0.863	0.441
0.5300000000000001	0.0719	0.863	0.441
0.55	0.0719	0.863	0.441
0.5700000000000001	0.0719	0.863	0.441
0.5900000000000001	0.0719	0.863	0.441
