Length Scale	MAE	R_square	RMSE
0.1	0.1274	-1.872	0.2042
0.12000000000000001	0.1232	-1.655	0.2027
0.14	0.1235	-1.556	0.2021
0.16000000000000003	0.1243	-1.402	0.2009
0.18000000000000002	0.1236	-1.257	0.1988
0.2	0.1193	-1.008	0.194
0.22000000000000003	0.12	-0.717	0.1895
0.24000000000000002	0.1204	-0.438	0.1857
0.26	0.1221	-0.222	0.1832
0.28	0.1232	-0.196	0.1831
0.30000000000000004	0.1217	-0.15	0.176
0.32000000000000006	0.1222	-0.099	0.1718
0.3400000000000001	0.1221	-0.045	0.1687
0.3600000000000001	0.1216	0.001	0.1664
0.38	0.1207	0.033	0.1647
0.4	0.1211	0.051	0.1638
0.42000000000000004	0.122	0.053	0.1635
0.44000000000000006	0.1227	0.043	0.1639
0.4600000000000001	0.1234	0.026	0.1649
0.4800000000000001	0.1244	0.004	0.1662
0.5000000000000001	0.1252	-0.019	0.1676
0.5200000000000001	0.1259	-0.044	0.1691
0.54	0.1264	-0.068	0.1704
