Upper Bounds	MAE	R_square	length_scale
0.11	0.183	-1.533	0.11
0.13	0.1779	-1.274	0.13
0.15000000000000002	0.1701	-0.986	0.15
0.17	0.1595	-0.607	0.17
0.19	0.1467	-0.225	0.19
0.21000000000000002	0.1326	0.104	0.21
0.23000000000000004	0.1204	0.362	0.23
0.25	0.108	0.554	0.25
0.27	0.0956	0.69	0.27
0.29000000000000004	0.0841	0.783	0.29
0.31000000000000005	0.074	0.844	0.31
0.33	0.0684	0.882	0.33
0.35000000000000003	0.0639	0.907	0.35
0.37000000000000005	0.061	0.92	0.37
0.39	0.0597	0.928	0.39
0.41000000000000003	0.0599	0.928	0.41
0.43000000000000005	0.0599	0.928	0.411
0.45000000000000007	0.0599	0.928	0.411
0.4700000000000001	0.0599	0.928	0.411
0.49000000000000005	0.0599	0.928	0.411
0.5100000000000001	0.0599	0.928	0.411
0.5300000000000001	0.0599	0.928	0.411
0.55	0.0599	0.928	0.411
0.5700000000000001	0.0599	0.928	0.411
0.5900000000000001	0.0599	0.928	0.411
