Upper Bounds	MAE	R_square	length_scale
0.11	0.1151	-0.436	0.11
0.13	0.1034	-0.098	0.13
0.15000000000000002	0.0937	0.125	0.15
0.17	0.0858	0.287	0.17
0.19	0.0785	0.407	0.19
0.21000000000000002	0.072	0.499	0.21
0.23000000000000004	0.0662	0.57	0.23
0.25	0.061	0.628	0.25
0.27	0.0563	0.678	0.27
0.29000000000000004	0.0518	0.722	0.29
0.31000000000000005	0.0474	0.763	0.31
0.33	0.0433	0.802	0.33
0.35000000000000003	0.0396	0.839	0.35
0.37000000000000005	0.0363	0.873	0.37
0.39	0.0331	0.904	0.39
0.41000000000000003	0.0305	0.927	0.409
0.43000000000000005	0.0307	0.927	0.409
0.45000000000000007	0.0307	0.927	0.409
0.4700000000000001	0.0307	0.927	0.409
0.49000000000000005	0.0307	0.927	0.409
0.5100000000000001	0.0307	0.927	0.409
0.5300000000000001	0.0307	0.927	0.409
0.55	0.0307	0.927	0.409
0.5700000000000001	0.0307	0.927	0.409
0.5900000000000001	0.0307	0.927	0.409
