Upper Bounds	MAE	R_square	length_scale
0.11	0.1238	-0.567	0.11
0.13	0.1155	-0.277	0.13
0.15000000000000002	0.1059	0.027	0.15
0.17	0.0975	0.294	0.17
0.19	0.0894	0.495	0.19
0.21000000000000002	0.0829	0.631	0.21
0.23000000000000004	0.0778	0.716	0.23
0.25	0.0748	0.767	0.25
0.27	0.0701	0.808	0.27
0.29000000000000004	0.0647	0.841	0.29
0.31000000000000005	0.06	0.865	0.31
0.33	0.0571	0.88	0.33
0.35000000000000003	0.0563	0.884	0.35
0.37000000000000005	0.0568	0.883	0.352
0.39	0.0568	0.883	0.352
0.41000000000000003	0.0568	0.883	0.352
0.43000000000000005	0.0568	0.883	0.352
0.45000000000000007	0.0568	0.883	0.352
0.4700000000000001	0.0568	0.883	0.352
0.49000000000000005	0.0568	0.883	0.352
0.5100000000000001	0.0568	0.883	0.352
0.5300000000000001	0.0568	0.883	0.352
0.55	0.0568	0.883	0.352
0.5700000000000001	0.0568	0.883	0.352
0.5900000000000001	0.0568	0.883	0.352
