Length Scale	MAE	R_square	RMSE
0.1	0.1271	-1.151	0.1889
0.12000000000000001	0.1183	-0.964	0.1862
0.14	0.1106	-0.709	0.1804
0.16000000000000003	0.1003	-0.363	0.1692
0.18000000000000002	0.0867	0.01	0.1528
0.2	0.0574	0.395	0.1192
0.22000000000000003	0.0318	0.682	0.0841
0.24000000000000002	0.0164	0.868	0.0518
0.26	0.0065	0.992	0.012
0.28	0.006	0.993	0.0112
0.30000000000000004	0.0055	0.994	0.0106
0.32000000000000006	0.0053	0.994	0.0102
0.3400000000000001	0.0052	0.995	0.0099
0.3600000000000001	0.0054	0.995	0.0099
0.38	0.0056	0.995	0.01
0.4	0.006	0.994	0.0102
0.42000000000000004	0.0063	0.994	0.0106
0.44000000000000006	0.0068	0.993	0.011
0.4600000000000001	0.0072	0.993	0.0114
0.4800000000000001	0.008	0.991	0.0123
0.5000000000000001	0.009	0.989	0.014
0.5200000000000001	0.0109	0.982	0.0173
0.54	0.0141	0.968	0.0237
