Upper Bounds	MAE	R_square	length_scale
0.11	0.1291	-0.75	0.11
0.13	0.1148	-0.356	0.13
0.15000000000000002	0.1021	-0.019	0.15
0.17	0.091	0.246	0.17
0.19	0.0806	0.445	0.19
0.21000000000000002	0.0706	0.589	0.21
0.23000000000000004	0.0632	0.685	0.23
0.25	0.0585	0.756	0.25
0.27	0.0552	0.811	0.27
0.29000000000000004	0.0518	0.854	0.29
0.31000000000000005	0.0482	0.888	0.31
0.33	0.0446	0.915	0.33
0.35000000000000003	0.0412	0.934	0.35
0.37000000000000005	0.0399	0.94	0.366
0.39	0.0399	0.94	0.366
0.41000000000000003	0.0399	0.94	0.366
0.43000000000000005	0.0399	0.94	0.366
0.45000000000000007	0.0399	0.94	0.366
0.4700000000000001	0.0399	0.94	0.366
0.49000000000000005	0.0399	0.94	0.366
0.5100000000000001	0.0399	0.94	0.366
0.5300000000000001	0.0399	0.94	0.366
0.55	0.0399	0.94	0.366
0.5700000000000001	0.0399	0.94	0.366
0.5900000000000001	0.0399	0.94	0.366
