Upper Bounds	MAE	R_square	length_scale
0.11	0.2146	-24.0	0.11
0.13	0.2146	-24.0	0.13
0.15000000000000002	0.2146	-24.0	0.15
0.17	0.2146	-24.0	0.166
0.19	0.2146	-24.0	0.168
0.21000000000000002	0.2146	-24.0	0.168
0.23000000000000004	0.2146	-24.0	0.168
0.25	0.2146	-24.0	0.168
0.27	0.2146	-24.0	0.169
0.29000000000000004	0.2146	-24.0	0.169
0.31000000000000005	0.2146	-24.0	0.17
0.33	0.2146	-24.0	0.17
0.35000000000000003	0.2146	-24.0	0.17
0.37000000000000005	0.2146	-24.0	0.169
0.39	0.2146	-24.0	0.169
0.41000000000000003	0.2146	-24.0	0.169
0.43000000000000005	0.2146	-24.0	0.168
0.45000000000000007	0.2146	-24.0	0.167
0.4700000000000001	0.2146	-24.0	0.164
0.49000000000000005	0.2146	-24.0	0.143
0.5100000000000001	0.2146	-24.0	0.105
0.5300000000000001	0.2146	-24.0	0.1
0.55	0.2146	-24.0	0.1
0.5700000000000001	0.2146	-24.0	0.1
0.5900000000000001	0.2146	-24.0	0.1
