Upper Bounds	MAE	R_square	length_scale
0.11	0.1412	-1.198	0.11
0.13	0.1365	-0.986	0.13
0.15000000000000002	0.1308	-0.765	0.15
0.17	0.1234	-0.504	0.17
0.19	0.1146	-0.22	0.19
0.21000000000000002	0.1052	0.051	0.21
0.23000000000000004	0.0955	0.287	0.23
0.25	0.0864	0.467	0.25
0.27	0.0739	0.65	0.27
0.29000000000000004	0.0672	0.756	0.29
0.31000000000000005	0.061	0.829	0.31
0.33	0.0557	0.877	0.33
0.35000000000000003	0.0509	0.907	0.35
0.37000000000000005	0.0486	0.924	0.37
0.39	0.0489	0.923	0.377
0.41000000000000003	0.0489	0.923	0.377
0.43000000000000005	0.0494	0.923	0.377
0.45000000000000007	0.0494	0.923	0.377
0.4700000000000001	0.0494	0.923	0.377
0.49000000000000005	0.0494	0.923	0.377
0.5100000000000001	0.0494	0.923	0.377
0.5300000000000001	0.0494	0.923	0.377
0.55	0.0494	0.923	0.377
0.5700000000000001	0.0494	0.923	0.377
0.5900000000000001	0.0494	0.923	0.377
