Length Scale	MAE	R_square	RMSE
0.1	0.1303	-1.197	0.1893
0.12000000000000001	0.1267	-0.81	0.1859
0.14	0.1168	-0.725	0.179
0.16000000000000003	0.1094	-0.464	0.1718
0.18000000000000002	0.1011	-0.172	0.1627
0.2	0.0937	0.08	0.1523
0.22000000000000003	0.0875	0.291	0.141
0.24000000000000002	0.0831	0.456	0.1297
0.26	0.0794	0.567	0.12
0.28	0.0784	0.627	0.1132
0.30000000000000004	0.0796	0.65	0.1098
0.32000000000000006	0.082	0.657	0.1088
0.3400000000000001	0.084	0.661	0.1085
0.3600000000000001	0.0864	0.663	0.1085
0.38	0.088	0.664	0.1088
0.4	0.0894	0.662	0.1094
0.42000000000000004	0.0907	0.658	0.1103
0.44000000000000006	0.0918	0.651	0.1114
0.4600000000000001	0.0928	0.641	0.1128
0.4800000000000001	0.0937	0.629	0.1144
0.5000000000000001	0.0947	0.615	0.1162
0.5200000000000001	0.0958	0.599	0.118
0.54	0.0969	0.582	0.12
