Length Scale	MAE	R_square	RMSE
0.1	0.1828	-5.801	0.2816
0.12000000000000001	0.1812	-5.817	0.2808
0.14	0.1797	-5.888	0.28
0.16000000000000003	0.1776	-5.895	0.2789
0.18000000000000002	0.1746	-5.733	0.2769
0.2	0.1706	-5.335	0.2734
0.22000000000000003	0.1657	-4.699	0.2687
0.24000000000000002	0.1605	-3.932	0.263
0.26	0.1544	-3.166	0.2564
0.28	0.1475	-2.467	0.2492
0.30000000000000004	0.1398	-1.858	0.2413
0.32000000000000006	0.1321	-1.343	0.2327
0.3400000000000001	0.1246	-0.919	0.2237
0.3600000000000001	0.117	-0.554	0.2139
0.38	0.1101	-0.263	0.2038
0.4	0.1043	-0.034	0.1936
0.42000000000000004	0.0994	0.148	0.184
0.44000000000000006	0.0953	0.277	0.1762
0.4600000000000001	0.0976	0.24	0.1797
0.4800000000000001	0.0981	0.286	0.177
0.5000000000000001	0.0968	0.364	0.1706
0.5200000000000001	0.0956	0.424	0.1654
0.54	0.0941	0.478	0.1603
