Upper Bounds	MAE	R_square	length_scale
0.11	0.1359	-0.974	0.11
0.13	0.1283	-0.698	0.13
0.15000000000000002	0.1228	-0.538	0.15
0.17	0.1192	-0.436	0.17
0.19	0.1165	-0.37	0.19
0.21000000000000002	0.1145	-0.327	0.21
0.23000000000000004	0.1135	-0.297	0.23
0.25	0.1136	-0.277	0.25
0.27	0.1133	-0.264	0.27
0.29000000000000004	0.1123	-0.257	0.29
0.31000000000000005	0.1111	-0.256	0.31
0.33	0.1101	-0.256	0.33
0.35000000000000003	0.1095	-0.257	0.34
0.37000000000000005	0.1096	-0.258	0.34
0.39	0.1096	-0.258	0.34
0.41000000000000003	0.1096	-0.258	0.34
0.43000000000000005	0.1096	-0.258	0.34
0.45000000000000007	0.1096	-0.258	0.34
0.4700000000000001	0.1096	-0.258	0.34
0.49000000000000005	0.1096	-0.258	0.34
0.5100000000000001	0.1096	-0.258	0.34
0.5300000000000001	0.1096	-0.258	0.34
0.55	0.1096	-0.258	0.34
0.5700000000000001	0.1096	-0.258	0.34
0.5900000000000001	0.1096	-0.258	0.34
