Upper Bounds	MAE	R_square	length_scale
0.11	0.1255	-0.636	0.11
0.13	0.1172	-0.457	0.13
0.15000000000000002	0.1113	-0.349	0.15
0.17	0.1069	-0.28	0.17
0.19	0.1043	-0.234	0.19
0.21000000000000002	0.1032	-0.201	0.21
0.23000000000000004	0.1022	-0.177	0.23
0.25	0.1012	-0.157	0.25
0.27	0.0998	-0.136	0.27
0.29000000000000004	0.0982	-0.109	0.29
0.31000000000000005	0.0964	-0.086	0.31
0.33	0.0945	-0.067	0.33
0.35000000000000003	0.0935	-0.059	0.349
0.37000000000000005	0.0937	-0.06	0.349
0.39	0.0937	-0.06	0.349
0.41000000000000003	0.0937	-0.06	0.349
0.43000000000000005	0.0937	-0.06	0.349
0.45000000000000007	0.0937	-0.06	0.349
0.4700000000000001	0.0937	-0.06	0.349
0.49000000000000005	0.0937	-0.06	0.349
0.5100000000000001	0.0937	-0.06	0.349
0.5300000000000001	0.0937	-0.06	0.349
0.55	0.0937	-0.06	0.349
0.5700000000000001	0.0937	-0.06	0.349
0.5900000000000001	0.0937	-0.06	0.349
