Length Scale	MAE	R_square	RMSE
0.1	0.1356	-1.9	0.2459
0.12000000000000001	0.1269	-1.254	0.2341
0.14	0.1188	-0.72	0.2221
0.16000000000000003	0.1108	-0.304	0.2098
0.18000000000000002	0.1029	0.008	0.1968
0.2	0.0936	0.24	0.1834
0.22000000000000003	0.0842	0.414	0.1699
0.24000000000000002	0.0757	0.543	0.1567
0.26	0.0685	0.639	0.144
0.28	0.0628	0.715	0.1319
0.30000000000000004	0.0574	0.774	0.1207
0.32000000000000006	0.0526	0.82	0.1107
0.3400000000000001	0.0479	0.854	0.1017
0.3600000000000001	0.0436	0.881	0.0938
0.38	0.0395	0.902	0.0865
0.4	0.0356	0.92	0.0797
0.42000000000000004	0.0322	0.935	0.073
0.44000000000000006	0.0294	0.947	0.0664
0.4600000000000001	0.0271	0.958	0.0599
0.4800000000000001	0.0256	0.967	0.0537
0.5000000000000001	0.0243	0.974	0.0479
0.5200000000000001	0.0231	0.98	0.0429
0.54	0.0221	0.983	0.039
