Upper Bounds	MAE	R_square	length_scale
0.11	0.2349	-5.878	0.11
0.13	0.2305	-6.199	0.13
0.15000000000000002	0.2264	-6.596	0.15
0.17	0.2224	-6.914	0.17
0.19	0.2178	-7.085	0.19
0.21000000000000002	0.2122	-7.074	0.21
0.23000000000000004	0.2076	-6.937	0.23
0.25	0.204	-6.716	0.25
0.27	0.2012	-6.427	0.27
0.29000000000000004	0.1997	-6.059	0.29
0.31000000000000005	0.1986	-5.588	0.31
0.33	0.1985	-5.014	0.33
0.35000000000000003	0.1981	-4.356	0.35
0.37000000000000005	0.1965	-3.654	0.37
0.39	0.1954	-3.179	0.39
0.41000000000000003	0.1948	-2.869	0.41
0.43000000000000005	0.1949	-2.666	0.43
0.45000000000000007	0.1969	-2.686	0.45
0.4700000000000001	0.1991	-2.716	0.47
0.49000000000000005	0.201	-2.759	0.49
0.5100000000000001	0.2026	-2.805	0.51
0.5300000000000001	0.2029	-2.789	0.511
0.55	0.2031	-2.777	0.511
0.5700000000000001	0.203	-2.779	0.511
0.5900000000000001	0.203	-2.779	0.511
