Upper Bounds	MAE	R_square	length_scale
0.11	0.1268	-0.828	0.11
0.13	0.1134	-0.405	0.13
0.15000000000000002	0.0999	-0.045	0.15
0.17	0.0882	0.235	0.17
0.19	0.0773	0.441	0.19
0.21000000000000002	0.0676	0.588	0.21
0.23000000000000004	0.0606	0.686	0.23
0.25	0.0562	0.757	0.25
0.27	0.0532	0.812	0.27
0.29000000000000004	0.0499	0.855	0.29
0.31000000000000005	0.0464	0.889	0.31
0.33	0.043	0.915	0.33
0.35000000000000003	0.0397	0.934	0.35
0.37000000000000005	0.0386	0.94	0.364
0.39	0.0386	0.94	0.364
0.41000000000000003	0.0386	0.94	0.364
0.43000000000000005	0.0386	0.94	0.364
0.45000000000000007	0.0386	0.94	0.364
0.4700000000000001	0.0386	0.94	0.364
0.49000000000000005	0.0386	0.94	0.364
0.5100000000000001	0.0386	0.94	0.364
0.5300000000000001	0.0386	0.94	0.364
0.55	0.0386	0.94	0.364
0.5700000000000001	0.0386	0.94	0.364
0.5900000000000001	0.0386	0.94	0.364
