Length Scale	MAE	R_square	RMSE
0.1	0.133	-0.998	0.1839
0.12000000000000001	0.1227	-0.665	0.1801
0.14	0.1224	-0.593	0.1814
0.16000000000000003	0.1186	-0.475	0.179
0.18000000000000002	0.105	-0.211	0.1666
0.2	0.0741	0.153	0.1385
0.22000000000000003	0.0562	0.321	0.1214
0.24000000000000002	0.0484	0.396	0.1143
0.26	0.0284	0.676	0.0807
0.28	0.0182	0.843	0.0581
0.30000000000000004	0.0166	0.858	0.0554
0.32000000000000006	0.0064	0.995	0.0101
0.3400000000000001	0.0062	0.996	0.0094
0.3600000000000001	0.0062	0.996	0.0094
0.38	0.0066	0.995	0.0099
0.4	0.0073	0.994	0.0109
0.42000000000000004	0.0081	0.993	0.0121
0.44000000000000006	0.0089	0.991	0.0134
0.4600000000000001	0.01	0.988	0.0152
0.4800000000000001	0.0112	0.985	0.0174
0.5000000000000001	0.0132	0.977	0.0208
0.5200000000000001	0.0157	0.968	0.025
0.54	0.0185	0.952	0.0302
